deputy_id,nom,prenom,groupe_abrev,groupe_nom,parti_rattachement,dept,circo,period_start,period_end,scrutins_eligibles,votes_exprimes,non_votant,absent,participation_rate,pour_count,contre_count,abst_count,amd_authored,amd_adopted,amd_adoption_rate,amd_cosigned,interventions_count,interventions_chars,top_dossier_id,top_dossier_titre,top_dossier_score
PA267285,Wauquiez,Laurent,DR,Droite Républicaine,Les Républicains,Haute-Loire,1,2025-09-01,2026-02-28,2774,467,0,2307,0.1683,161,294,12,261,50,0.1916,60,0,0,,,
PA267318,Grelier,Jean-Carles,DEM,Les Démocrates,Ensemble ! (majorité présidentielle),Sarthe,5,2025-09-01,2026-02-28,2774,94,0,2680,0.0339,43,51,0,7,1,0.1429,166,0,0,,,
PA267763,Bataille,Jean-Pierre,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",Régions et peuples solidaires,Nord,15,2025-09-01,2026-02-28,2774,629,0,2145,0.2267,254,325,50,100,9,0.0900,702,0,0,,,
PA267780,Firmin Le Bodo,Agnès,HOR,Horizons & Indépendants,Horizons,Seine-Maritime,7,2025-09-01,2026-02-28,2774,677,0,2097,0.2441,159,483,35,73,5,0.0685,303,0,0,,,
PA267794,Tabarot,Michèle,DR,Droite Républicaine,Les Républicains,Alpes-Maritimes,9,2025-09-01,2026-02-28,2774,261,0,2513,0.0941,67,184,10,6,0,0.0000,315,0,0,,,
PA2940,Voynet,Dominique,ECOS,Écologiste et Social,Les Écologistes - EELV,Doubs,2,2025-09-01,2026-02-28,2774,1047,0,1727,0.3774,486,458,103,66,6,0.0909,3221,0,0,,,
PA2952,Warsmann,Jean-Luc,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",Non rattaché(s),Ardennes,3,2025-09-01,2026-02-28,2774,804,0,1970,0.2898,251,365,188,12,3,0.2500,325,0,0,,,
PA2960,Woerth,Éric,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Oise,4,2025-09-01,2026-02-28,2774,1787,0,987,0.6442,461,1292,34,17,2,0.1176,256,0,0,,,
PA309643,Besse,Véronique,NI,Non inscrit,UDR - Union des Droites pour la République,Vendée,4,2025-09-01,2026-02-28,2774,220,0,2554,0.0793,137,72,11,75,0,0.0000,162,0,0,,,
PA330008,Breton,Xavier,DR,Droite Républicaine,Les Républicains,Ain,1,2025-09-01,2026-02-28,2774,440,0,2334,0.1586,139,187,114,33,4,0.1212,817,0,0,,,
PA330240,Ciotti,Éric,UDDPLR,Union des droites pour la République,UDR - Union des Droites pour la République,Alpes-Maritimes,1,2025-09-01,2026-02-28,2774,173,0,2601,0.0624,75,85,13,209,13,0.0622,3,0,0,,,
PA330909,Descoeur,Vincent,DR,Droite Républicaine,Les Républicains,Cantal,1,2025-09-01,2026-02-28,2774,994,0,1780,0.3583,345,573,76,74,5,0.0676,431,0,0,,,
PA331582,Vigier,Philippe,DEM,Les Démocrates,Ensemble ! (majorité présidentielle),Eure-et-Loir,4,2025-09-01,2026-02-28,2774,755,0,2019,0.2722,250,493,12,68,6,0.0882,178,0,0,,,
PA331973,Got,Pascale,SOC,Socialistes et apparentés,Parti socialiste,Gironde,5,2025-09-01,2026-02-28,2774,1035,0,1739,0.3731,537,411,87,0,0,,1631,0,0,,,
PA332228,Benoit,Thierry,HOR,Horizons & Indépendants,Horizons,Ille-et-Vilaine,6,2025-09-01,2026-02-28,2774,1063,0,1711,0.3832,343,575,145,12,1,0.0833,245,0,0,,,
PA332523,Dalloz,Marie-Christine,DR,Droite Républicaine,Les Républicains,Jura,2,2025-09-01,2026-02-28,2774,850,0,1924,0.3064,234,595,21,129,11,0.0853,632,0,0,,,
PA333285,Garot,Guillaume,SOC,Socialistes et apparentés,Parti socialiste,Mayenne,1,2025-09-01,2026-02-28,2774,970,0,1804,0.3497,458,443,69,33,9,0.2727,1584,0,0,,,
PA335054,Karamanli,Marietta,SOC,Socialistes et apparentés,Parti socialiste,Sarthe,2,2025-09-01,2026-02-28,2774,664,0,2110,0.2394,316,305,43,15,7,0.4667,1787,0,0,,,
PA335612,Lecoq,Jean-Paul,GDR,Gauche Démocrate et Républicaine,Parti communiste français,Seine-Maritime,8,2025-09-01,2026-02-28,2774,622,0,2152,0.2242,310,296,16,2,0,0.0000,1135,0,0,,,
PA335758,Riester,Franck,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Seine-et-Marne,5,2025-09-01,2026-02-28,2774,288,0,2486,0.1038,80,199,9,0,0,,216,0,0,,,
PA335999,Batho,Delphine,ECOS,Écologiste et Social,Les Écologistes - EELV,Deux-Sèvres,2,2025-09-01,2026-02-28,2774,555,0,2219,0.2001,278,230,47,42,2,0.0476,100,0,0,,,
PA340343,Saulignac,Hervé,SOC,Socialistes et apparentés,Parti socialiste,Ardèche,1,2025-09-01,2026-02-28,2774,559,0,2215,0.2015,287,225,47,44,8,0.1818,1727,0,0,,,
PA341981,Récalde,Marie,SOC,Socialistes et apparentés,Parti socialiste,Gironde,6,2025-09-01,2026-02-28,2774,652,0,2122,0.2350,310,281,61,13,2,0.1538,1620,0,0,,,
PA342196,Rouaux,Claudia,SOC,Socialistes et apparentés,Parti socialiste,Ille-et-Vilaine,3,2025-09-01,2026-02-28,2774,1099,0,1675,0.3962,519,521,59,9,2,0.2222,1762,0,0,,,
PA342240,Bourgeaux,Jean-Luc,DR,Droite Républicaine,Les Républicains,Ille-et-Vilaine,7,2025-09-01,2026-02-28,2774,429,0,2345,0.1547,131,264,34,4,0,0.0000,322,0,0,,,
PA342384,Martin,Élisa,LFI-NFP,La France insoumise - Nouveau Front Populaire,La France Insoumise,Isère,3,2025-09-01,2026-02-28,2774,1257,0,1517,0.4531,661,520,76,169,5,0.0296,5797,0,0,,,
PA342415,Battistel,Marie-Noëlle,SOC,Socialistes et apparentés,Parti socialiste,Isère,4,2025-09-01,2026-02-28,2774,1276,0,1498,0.4600,570,597,109,175,107,0.6114,1690,0,0,,,
PA345722,Le Grip,Constance,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Hauts-de-Seine,6,2025-09-01,2026-02-28,2774,783,0,1991,0.2823,155,607,21,14,5,0.3571,394,0,0,,,
PA346782,Juvin,Philippe,DR,Droite Républicaine,Les Républicains,Hauts-de-Seine,3,2025-09-01,2026-02-28,2774,1228,0,1546,0.4427,407,755,66,729,238,0.3265,598,0,0,,,
PA368,Barnier,Michel,DR,Droite Républicaine,Les Républicains,Paris,2,2025-09-28,2026-02-28,2773,335,0,2438,0.1208,113,185,37,3,0,0.0000,312,0,0,,,
PA408578,Berger,Jean-Didier,DR,Droite Républicaine,Les Républicains,Hauts-de-Seine,12,2025-09-01,2026-02-28,2774,640,44,2090,0.2307,174,372,94,74,10,0.1351,324,0,0,,,
PA569,Bonnecarrère,Philippe,NI,Non inscrit,Alliance centriste,Tarn,1,2025-09-01,2026-02-28,2774,1422,0,1352,0.5126,452,885,85,10,0,0.0000,52,0,0,,,
PA588884,Autain,Clémentine,ECOS,Écologiste et Social,Parti communiste français,Seine-Saint-Denis,11,2025-09-01,2026-02-28,2774,476,0,2298,0.1716,252,200,24,4,0,0.0000,3241,0,0,,,
PA605694,Falorni,Olivier,DEM,Les Démocrates,Alliance centriste,Charente-Maritime,1,2025-09-01,2026-02-28,2774,558,0,2216,0.2012,148,406,4,18,0,0.0000,668,0,0,,,
PA605745,Sansu,Nicolas,GDR,Gauche Démocrate et Républicaine,Parti communiste français,Cher,2,2025-09-01,2026-02-28,2774,905,0,1869,0.3262,420,422,63,210,19,0.0905,1232,0,0,,,
PA605782,Marcangeli,Laurent,HOR,Horizons & Indépendants,Horizons,Corse-du-Sud,1,2025-09-01,2026-02-28,2774,285,0,2489,0.1027,91,182,12,2,1,0.5000,117,0,0,,,
PA606507,Boudié,Florent,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Gironde,10,2025-09-01,2026-02-28,2774,281,0,2493,0.1013,114,156,11,3,1,0.3333,238,0,0,,,
PA606545,Roumégas,Jean-Louis,ECOS,Écologiste et Social,Les Écologistes - EELV,Hérault,1,2025-09-01,2026-02-28,2774,673,0,2101,0.2426,352,267,54,6,1,0.1667,2876,0,0,,,
PA606573,Dombre Coste,Fanny,SOC,Socialistes et apparentés,Parti socialiste,Hérault,3,2025-09-01,2026-02-28,2774,980,0,1794,0.3533,482,429,69,20,4,0.2000,1833,0,0,,,
PA606793,Baumel,Laurent,SOC,Socialistes et apparentés,Parti socialiste,Indre-et-Loire,4,2025-09-01,2026-02-28,2774,884,0,1890,0.3187,429,436,19,40,10,0.2500,1938,0,0,,,
PA607090,Vigier,Jean-Pierre,DR,Droite Républicaine,Les Républicains,Haute-Loire,2,2025-09-01,2026-02-28,2774,604,0,2170,0.2177,209,334,61,140,11,0.0786,652,0,0,,,
PA607193,Errante,Sophie,NI,Non inscrit,Régions et peuples solidaires,Loire-Atlantique,10,2025-09-01,2026-02-28,2774,333,0,2441,0.1200,96,234,3,3,0,0.0000,17,0,0,,,
PA607395,Travert,Stéphane,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Manche,3,2025-09-01,2026-02-28,2774,583,0,2191,0.2102,181,383,19,64,4,0.0625,333,0,0,,,
PA607553,Potier,Dominique,SOC,Socialistes et apparentés,Parti socialiste,Meurthe-et-Moselle,5,2025-09-01,2026-02-28,2774,1176,0,1598,0.4239,595,459,122,144,27,0.1875,1635,0,0,,,
PA607619,Molac,Paul,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",Régions et peuples solidaires,Morbihan,4,2025-09-01,2026-02-28,2774,515,0,2259,0.1857,281,181,53,24,2,0.0833,834,0,0,,,
PA608016,Louwagie,Véronique,DR,Droite Républicaine,Les Républicains,Orne,2,2025-09-01,2026-02-28,2774,278,0,2496,0.1002,119,153,6,36,5,0.1389,333,0,0,,,
PA608172,Pirès Beaune,Christine,SOC,Socialistes et apparentés,Parti socialiste,Puy-de-Dôme,2,2025-09-01,2026-02-28,2774,997,0,1777,0.3594,487,457,53,133,24,0.1805,1911,0,0,,,
PA608264,Capdevielle,Colette,SOC,Socialistes et apparentés,Parti socialiste,Pyrénées-Atlantiques,5,2025-09-01,2026-02-28,2774,1254,0,1520,0.4521,585,574,95,58,9,0.1552,1784,0,0,,,
PA608416,Hetzel,Patrick,DR,Droite Républicaine,Les Républicains,Bas-Rhin,7,2025-09-01,2026-02-28,2774,1065,0,1709,0.3839,438,569,58,394,143,0.3629,876,0,0,,,
PA608826,Duby-Muller,Virginie,DR,Droite Républicaine,Les Républicains,Haute-Savoie,4,2025-09-01,2026-02-28,2774,647,0,2127,0.2332,251,371,25,186,10,0.0538,800,0,0,,,
PA609332,Faure,Olivier,SOC,Socialistes et apparentés,Parti socialiste,Seine-et-Marne,11,2025-09-01,2026-02-28,2774,492,0,2282,0.1774,267,194,31,3,0,0.0000,1582,0,0,,,
PA610002,Sas,Eva,ECOS,Écologiste et Social,Les Écologistes - EELV,Paris,8,2025-09-01,2026-02-28,2774,1308,0,1466,0.4715,624,600,84,130,6,0.0462,3159,0,0,,,
PA610654,Nilor,Jean-Philippe,LFI-NFP,La France insoumise - Nouveau Front Populaire,Péyi-A,Martinique,4,2025-09-01,2026-02-28,2774,352,0,2422,0.1269,114,221,17,25,3,0.1200,5941,0,0,,,
PA610968,Amirshahi,Pouria,ECOS,Écologiste et Social,Les Écologistes - EELV,Paris,5,2025-09-01,2026-02-28,2774,1496,0,1278,0.5393,811,590,95,82,7,0.0854,3283,0,0,,,
PA642695,Bothorel,Éric,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Côtes-d'Armor,5,2025-09-01,2026-02-28,2774,967,0,1807,0.3486,231,721,15,107,54,0.5047,391,0,0,,,
PA642725,Liégeon,Eric,DR,Droite Républicaine,Les Républicains,Doubs,5,2025-09-01,2026-02-28,2774,1032,0,1742,0.3720,370,586,76,48,3,0.0625,673,0,0,,,
PA642764,Aviragnet,Joël,SOC,Socialistes et apparentés,Parti socialiste,Haute-Garonne,8,2025-09-01,2026-02-28,2774,487,0,2287,0.1756,244,211,32,21,5,0.2381,1828,0,0,,,
PA642847,Bazin,Thibault,DR,Droite Républicaine,Les Républicains,Meurthe-et-Moselle,4,2025-09-01,2026-02-28,2774,926,0,1848,0.3338,341,491,94,662,356,0.5378,1123,0,0,,,
PA642868,Christophe,Paul,HOR,Horizons & Indépendants,Horizons,Nord,14,2025-09-01,2026-02-28,2774,775,0,1999,0.2794,185,568,22,11,2,0.1818,198,0,0,,,
PA642935,Becht,Olivier,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Haut-Rhin,5,2025-09-01,2026-02-28,2774,104,0,2670,0.0375,46,57,1,4,0,0.0000,208,0,0,,,
PA642988,de Lépinau,Hervé,RN,Rassemblement National,Rassemblement national,Vaucluse,3,2025-09-01,2026-02-28,2774,1004,0,1770,0.3619,477,433,94,52,0,0.0000,2196,0,0,,,
PA643089,Thiériot,Jean-Louis,DR,Droite Républicaine,Les Républicains,Seine-et-Marne,3,2025-09-01,2026-02-28,2774,227,0,2547,0.0818,98,123,6,4,1,0.2500,555,0,0,,,
PA643104,Minard,Christelle,DR,Droite Républicaine,Les Républicains,Eure-et-Loir,2,2025-09-01,2026-02-28,2774,983,0,1791,0.3544,431,520,32,65,0,0.0000,1038,0,0,,,
PA643143,Baptiste,Christian,SOC,Socialistes et apparentés,Parti progressiste démocratique guadeloupéen,Guadeloupe,2,2025-09-01,2026-02-28,2774,630,0,2144,0.2271,312,266,52,57,15,0.2632,2083,0,0,,,
PA643157,Naillet,Philippe,SOC,Socialistes et apparentés,Association ambition Réunion,Réunion,1,2025-09-01,2026-02-28,2774,889,0,1885,0.3205,488,354,47,70,30,0.4286,1717,0,0,,,
PA643175,Dupont,Stella,NI,Non inscrit,Régions et peuples solidaires,Maine-et-Loire,2,2025-09-01,2026-02-28,2774,1154,0,1620,0.4160,384,715,55,69,5,0.0725,60,0,0,,,
PA643184,Klinkert,Brigitte,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Haut-Rhin,1,2025-09-01,2026-02-28,2774,935,0,1839,0.3371,280,640,15,25,2,0.0800,278,0,0,,,
PA643192,Jourdan,Chantal,SOC,Socialistes et apparentés,Parti socialiste,Orne,1,2025-09-01,2026-02-28,2774,1609,0,1165,0.5800,787,745,77,84,9,0.1071,1709,0,0,,,
PA677483,Mazars,Stéphane,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Aveyron,1,2025-09-01,2026-02-28,2774,710,0,2064,0.2559,189,506,15,50,5,0.1000,375,0,0,,,
PA687214,Berrios,Sylvain,HOR,Horizons & Indépendants,Horizons,Val-de-Marne,1,2025-09-01,2026-02-28,2774,556,0,2218,0.2004,143,350,63,47,1,0.0213,320,0,0,,,
PA695512,Lepers,Guillaume,DR,Droite Républicaine,Les Républicains,Lot-et-Garonne,3,2025-09-01,2026-02-28,2774,503,0,2271,0.1813,166,301,36,24,0,0.0000,523,0,0,,,
PA712014,Ledoux,Vincent,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Nord,10,2025-09-01,2026-02-28,2774,223,0,2551,0.0804,77,136,10,3,0,0.0000,437,0,0,,,
PA712015,Dive,Julien,DR,Droite Républicaine,Les Républicains,Aisne,2,2025-09-01,2026-02-28,2774,513,0,2261,0.1849,201,261,51,158,14,0.0886,529,0,0,,,
PA717161,Borne,Élisabeth,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Calvados,6,2025-09-01,2026-02-28,2774,283,0,2491,0.1020,99,174,10,0,0,,161,0,0,,,
PA717379,Maillard,Sylvain,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Paris,1,2025-09-01,2026-02-28,2774,641,0,2133,0.2311,160,466,15,33,9,0.2727,420,0,0,,,
PA718674,Givernet,Olga,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Ain,3,2025-09-01,2026-02-28,2774,1056,0,1718,0.3807,273,774,9,48,40,0.8333,260,0,0,,,
PA718784,Pauget,Éric,DR,Droite Républicaine,Les Républicains,Alpes-Maritimes,7,2025-09-01,2026-02-28,2774,182,0,2592,0.0656,55,117,10,77,10,0.1299,478,0,0,,,
PA718838,Brun,Fabrice,DR,Droite Républicaine,Non rattaché(s),Ardèche,3,2025-09-01,2026-02-28,2774,310,0,2464,0.1118,130,142,38,101,8,0.0792,613,0,0,,,
PA718850,Cordier,Pierre,DR,Droite Républicaine,Les Républicains,Ardennes,2,2025-09-01,2026-02-28,2774,436,0,2338,0.1572,123,267,46,45,2,0.0444,937,0,0,,,
PA718884,Bazin-Malgras,Valérie,DR,Droite Républicaine,Les Républicains,Aube,2,2025-09-01,2026-02-28,2774,1911,0,863,0.6889,769,1058,84,99,4,0.0404,704,0,0,,,
PA719024,Blanchet,Christophe,DEM,Les Démocrates,Ensemble ! (majorité présidentielle),Calvados,4,2025-09-01,2026-02-28,2774,543,532,1699,0.1957,206,313,24,80,5,0.0625,185,0,0,,,
PA719032,Bouyx,Bertrand,HOR,Horizons & Indépendants,Horizons,Calvados,5,2025-09-01,2026-02-28,2774,1122,0,1652,0.4045,227,797,98,40,3,0.0750,275,0,0,,,
PA719052,Kervran,Loïc,HOR,Horizons & Indépendants,Horizons,Cher,3,2025-09-01,2026-02-28,2774,1318,0,1456,0.4751,283,926,109,20,2,0.1000,139,0,0,,,
PA719080,Marsaud,Sandra,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Charente,2,2025-09-01,2026-02-28,2774,914,0,1860,0.3295,194,711,9,33,5,0.1515,297,0,0,,,
PA719118,Cormier-Bouligeon,François,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Cher,1,2025-09-01,2026-02-28,2774,746,0,2028,0.2689,232,502,12,35,3,0.0857,369,0,0,,,
PA719138,Castellani,Michel,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",Régions et peuples solidaires,Haute-Corse,1,2025-09-01,2026-02-28,2774,154,0,2620,0.0555,79,61,14,309,23,0.0744,817,0,0,,,
PA719218,Berville,Hervé,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Côtes-d'Armor,2,2025-09-01,2026-02-28,2774,257,0,2517,0.0926,110,139,8,37,5,0.1351,316,0,0,,,
PA719272,Meunier,Frédérique,DR,Droite Républicaine,Les Républicains,Corrèze,2,2025-09-01,2026-02-28,2774,603,0,2171,0.2174,187,406,10,0,0,,575,0,0,,,
PA719286,Colombani,Paul-André,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",Régions et peuples solidaires,Corse-du-Sud,2,2025-09-01,2026-02-28,2774,370,0,2404,0.1334,207,151,12,149,29,0.1946,493,0,0,,,
PA719338,Melchior,Graziella,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Finistère,5,2025-09-01,2026-02-28,2774,1190,0,1584,0.4290,316,853,21,62,6,0.0968,449,0,0,,,
PA719372,Kasbarian,Guillaume,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Eure-et-Loir,1,2025-09-01,2026-02-28,2774,801,0,1973,0.2888,209,589,3,234,9,0.0385,299,0,0,,,
PA719388,Le Meur,Annaïg,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Finistère,1,2025-09-01,2026-02-28,2774,593,0,2181,0.2138,188,392,13,56,12,0.2143,289,0,0,,,
PA719404,Le Gac,Didier,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Finistère,3,2025-09-01,2026-02-28,2774,467,0,2307,0.1683,137,313,17,71,3,0.0423,451,0,0,,,
PA719412,Le Feur,Sandrine,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Finistère,4,2025-09-01,2026-02-28,2774,1262,0,1512,0.4549,311,928,23,64,6,0.0938,357,0,0,,,
PA719436,Meizonnet,Nicolas,RN,Rassemblement National,Rassemblement national,Gard,2,2025-09-01,2026-02-28,2774,853,0,1921,0.3075,424,345,84,21,2,0.0952,1550,0,0,,,
PA719472,Cazeneuve,Jean-René,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Gers,1,2025-09-01,2026-02-28,2774,833,0,1941,0.3003,212,584,37,101,21,0.2079,442,0,0,,,
PA719512,Vignon,Corinne,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Haute-Garonne,3,2025-09-01,2026-02-28,2774,1096,0,1678,0.3951,323,755,18,23,4,0.1739,368,0,0,,,
PA719528,Portarrieu,Jean-François,HOR,Horizons & Indépendants,Horizons,Haute-Garonne,5,2025-09-01,2026-02-28,2774,81,0,2693,0.0292,28,47,6,0,0,,145,0,0,,,
PA719550,Tanguy,Liliana,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Finistère,7,2025-09-01,2026-02-28,2774,1416,0,1358,0.5105,468,927,21,7,0,0.0000,348,0,0,,,
PA719558,Balanant,Erwan,DEM,Les Démocrates,Ensemble ! (majorité présidentielle),Finistère,8,2025-09-01,2026-02-28,2774,859,0,1915,0.3097,260,549,50,154,17,0.1104,267,0,0,,,
PA719578,Prud'homme,Loïc,LFI-NFP,La France insoumise - Nouveau Front Populaire,La France Insoumise,Gironde,3,2025-09-01,2026-02-28,2774,550,0,2224,0.1983,216,315,19,40,3,0.0750,5940,0,0,,,
PA719632,Panonacle,Sophie,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Gironde,8,2025-09-01,2026-02-28,2774,667,0,2107,0.2404,181,469,17,33,7,0.2121,299,0,0,,,
PA719640,Mette,Sophie,DEM,Les Démocrates,Ensemble ! (majorité présidentielle),Gironde,9,2025-09-01,2026-02-28,2774,1155,0,1619,0.4164,349,773,33,51,7,0.1373,249,0,0,,,
PA719736,Galliard-Minier,Camille,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Isère,1,2025-09-01,2026-02-28,2774,897,44,1833,0.3234,239,645,13,52,16,0.3077,328,0,0,,,
PA719756,Le Nabour,Christine,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Ille-et-Vilaine,5,2025-09-01,2026-02-28,2774,1034,0,1740,0.3727,259,759,16,78,19,0.2436,336,0,0,,,
PA719778,Jolivet,François,HOR,Horizons & Indépendants,Horizons,Indre,1,2025-09-01,2026-02-28,2774,655,0,2119,0.2361,190,436,29,79,12,0.1519,172,0,0,,,
PA719798,Labaronne,Daniel,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Indre-et-Loire,2,2025-09-01,2026-02-28,2774,960,0,1814,0.3461,244,709,7,349,124,0.3553,394,0,0,,,
PA719822,Thillaye,Sabine,DEM,Les Démocrates,Ensemble ! (majorité présidentielle),Indre-et-Loire,5,2025-09-01,2026-02-28,2774,780,0,1994,0.2812,199,545,36,45,1,0.0222,181,0,0,,,
PA719890,Brulebois,Danielle,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Jura,1,2025-09-01,2026-02-28,2774,1210,0,1564,0.4362,318,870,22,194,18,0.0928,274,0,0,,,
PA719914,Darrieussecq,Geneviève,DEM,Les Démocrates,Ensemble ! (majorité présidentielle),Landes,1,2025-09-01,2026-02-28,2774,730,0,2044,0.2632,211,501,18,0,0,,147,0,0,,,
PA719922,Causse,Lionel,EPR,Ensemble pour la République,Alliance centriste,Landes,2,2025-09-01,2026-02-28,2774,565,0,2209,0.2037,188,356,21,73,4,0.0548,248,0,0,,,
PA719930,Vallaud,Boris,SOC,Socialistes et apparentés,Parti socialiste,Landes,3,2025-09-01,2026-02-28,2774,1212,0,1562,0.4369,607,550,55,38,3,0.0789,1558,0,0,,,
PA719938,Fesneau,Marc,DEM,Les Démocrates,Ensemble ! (majorité présidentielle),Loir-et-Cher,1,2025-09-01,2026-02-28,2774,621,0,2153,0.2239,192,412,17,3,1,0.3333,156,0,0,,,
PA719968,Bonnet,Sylvie,DR,Droite Républicaine,Les Républicains,Loire,4,2025-09-01,2026-02-28,2774,590,0,2184,0.2127,212,361,17,156,11,0.0705,1574,0,0,,,
PA720022,Lauzzana,Michel,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Lot-et-Garonne,1,2025-09-01,2026-02-28,2774,1210,0,1564,0.4362,334,845,31,92,15,0.1630,374,0,0,,,
PA720038,Josso,Sandrine,DEM,Les Démocrates,Ensemble ! (majorité présidentielle),Loire-Atlantique,7,2025-09-01,2026-02-28,2774,1214,0,1560,0.4376,369,802,43,30,3,0.1000,308,0,0,,,
PA720066,Rist,Stéphanie,EPR,Ensemble pour la République,,Loiret,1,2026-01-25,2026-02-28,673,0,592,81,0.0000,0,0,0,0,0,,53,0,0,,,
PA720092,Ramos,Richard,DEM,Les Démocrates,Ensemble ! (majorité présidentielle),Loiret,6,2025-09-01,2026-02-28,2774,135,0,2639,0.0487,70,60,5,35,3,0.0857,169,0,0,,,
PA720100,Pradié,Aurélien,NI,Non inscrit,Régions et peuples solidaires,Lot,1,2025-09-01,2026-02-28,2774,84,0,2690,0.0303,32,36,16,30,0,0.0000,4,0,0,,,
PA720138,Saint-Paul,Laetitia,HOR,Horizons & Indépendants,Horizons,Maine-et-Loire,4,2025-09-01,2026-02-28,2774,576,0,2198,0.2076,99,426,51,0,0,,164,0,0,,,
