deputy_id,nom,prenom,groupe_abrev,groupe_nom,parti_rattachement,dept,circo,period_start,period_end,scrutins_eligibles,votes_exprimes,non_votant,absent,participation_rate,pour_count,contre_count,abst_count,amd_authored,amd_adopted,amd_adoption_rate,amd_cosigned,interventions_count,interventions_chars,top_dossier_id,top_dossier_titre,top_dossier_score
PA795596,Vannier,Paul,LFI-NFP,La France insoumise - Nouveau Front Populaire,La France Insoumise,Val-d'Oise,5,2024-06-30,2026-02-27,5799,1350,0,4449,0.2328,650,636,64,166,24,0.1446,14062,0,0,,,
PA795616,Bilongo,Carlos Martens,LFI-NFP,La France insoumise - Nouveau Front Populaire,La France Insoumise,Val-d'Oise,8,2024-06-30,2026-02-27,5799,1170,0,4629,0.2018,598,523,49,98,16,0.1633,14114,0,0,,,
PA795636,Lucas-Lundy,Benjamin,ECOS,Écologiste et Social,Les Écologistes - EELV,Yvelines,8,2024-07-07,2026-02-27,5799,1510,0,4289,0.2604,792,651,67,91,13,0.1429,9971,0,0,,,
PA795644,Da Conceicao Carvalho,Nathalie,RN,Rassemblement National,Rassemblement national,Essonne,2,2024-07-07,2026-02-27,5799,2878,0,2921,0.4963,1511,1111,256,0,0,,3854,0,0,,,
PA795664,Midy,Paul,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Essonne,5,2024-07-07,2026-02-27,5799,1684,0,4115,0.2904,520,1147,17,290,86,0.2966,686,0,0,,,
PA795672,Le Gall,Arnaud,LFI-NFP,La France insoumise - Nouveau Front Populaire,La France Insoumise,Val-d'Oise,9,2024-07-07,2026-02-27,5799,2079,0,3720,0.3585,998,987,94,21,0,0.0000,14195,0,0,,,
PA795722,Olive,Karl,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Yvelines,12,2024-07-07,2026-02-27,5799,427,0,5372,0.0736,171,241,15,50,2,0.0400,705,0,0,,,
PA795730,Marchive,Bastien,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Deux-Sèvres,1,2024-07-07,2026-02-27,5799,1445,0,4354,0.2492,398,968,79,19,11,0.5789,505,0,0,,,
PA795746,Léaument,Antoine,LFI-NFP,La France insoumise - Nouveau Front Populaire,La France Insoumise,Essonne,10,2024-07-07,2026-02-27,5799,1987,0,3812,0.3426,953,918,116,166,6,0.0361,14095,0,0,,,
PA795762,Califer,Elie,SOC,Socialistes et apparentés,Parti progressiste démocratique guadeloupéen,Guadeloupe,4,2024-07-07,2026-02-27,5799,1642,0,4157,0.2832,794,742,106,250,42,0.1680,4190,0,0,,,
PA795778,Tanguy,Jean-Philippe,RN,Rassemblement National,Rassemblement national,Somme,4,2024-07-07,2026-02-27,5799,2615,0,3184,0.4509,1256,1124,235,525,55,0.1048,3696,0,0,,,
PA795786,Ménaché,Yaël,RN,Rassemblement National,Rassemblement national,Somme,5,2024-06-30,2026-02-27,5799,1460,0,4339,0.2518,763,599,98,20,0,0.0000,4031,0,0,,,
PA795808,Sebaihi,Sabrina,ECOS,Écologiste et Social,Les Écologistes - EELV,Hauts-de-Seine,4,2024-07-07,2026-02-27,5799,1743,0,4056,0.3006,902,745,96,127,16,0.1260,9797,0,0,,,
PA795820,Nadeau,Marcellin,GDR,Gauche Démocrate et Républicaine,Péyi-A,Martinique,2,2024-07-07,2026-02-27,5799,438,0,5361,0.0755,166,254,18,62,7,0.1129,2555,0,0,,,
PA795844,Erodi,Karen,LFI-NFP,La France insoumise - Nouveau Front Populaire,La France Insoumise,Tarn,2,2024-07-07,2026-02-27,5799,2575,0,3224,0.4440,1187,1250,138,264,16,0.0606,13987,0,0,,,
PA795864,Cazeneuve,Pierre,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Hauts-de-Seine,7,2024-06-30,2026-02-27,5799,1711,0,4088,0.2951,488,1192,31,92,10,0.1087,732,0,0,,,
PA795868,Castor,Jean-Victor,GDR,Gauche Démocrate et Républicaine,Mouvement de décolonisation et d'émancipation sociale,Guyane,1,2024-07-07,2026-02-27,5799,590,0,5209,0.1017,290,275,25,44,7,0.1591,2566,0,0,,,
PA795876,Rimane,Davy,GDR,Gauche Démocrate et Républicaine,Mouvement de décolonisation et d'émancipation sociale,Guyane,2,2024-07-07,2026-02-27,5799,221,0,5578,0.0381,132,81,8,112,25,0.2232,2512,0,0,,,
PA795884,Ferracci,Marc,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Français établis hors de France,6,2024-07-07,2026-02-27,5799,464,5,5330,0.0800,145,316,3,4,0,0.0000,211,0,0,,,
PA795900,Hamelet,Marine,RN,Rassemblement National,Rassemblement national,Tarn-et-Garonne,2,2024-07-07,2026-02-27,5799,4689,0,1110,0.8086,2460,1865,364,150,2,0.0133,4680,0,0,,,
PA795908,Chenevard,Yannick,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Var,1,2024-07-07,2026-02-27,5799,1138,0,4661,0.1962,380,740,18,7,4,0.5714,534,0,0,,,
PA795912,Lavalette,Laure,RN,Rassemblement National,Rassemblement national,Var,2,2024-06-30,2026-02-27,5799,704,0,5095,0.1214,346,324,34,0,0,,3565,0,0,,,
PA795920,Thevenot,Prisca,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Hauts-de-Seine,8,2024-07-07,2026-02-27,5799,2490,0,3309,0.4294,769,1670,51,59,11,0.1864,886,0,0,,,
PA795954,Ibled,Catherine,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Paris,13,2024-07-07,2026-02-27,5799,625,0,5174,0.1078,207,411,7,3,0,0.0000,177,0,0,,,
PA795962,Missoffe,Joséphine,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Paris,14,2024-07-07,2026-02-27,5799,1606,0,4193,0.2769,538,1005,63,30,1,0.0333,978,0,0,,,
PA795966,Rambaud,Stéphane,RN,Rassemblement National,Rassemblement national,Var,3,2024-07-07,2026-02-27,5799,2040,0,3759,0.3518,1071,804,165,34,1,0.0294,4304,0,0,,,
PA795974,Lottiaux,Philippe,RN,Rassemblement National,Rassemblement national,Var,4,2024-06-30,2026-02-27,5799,2784,0,3015,0.4801,1378,1166,240,94,7,0.0745,4201,0,0,,,
PA795982,Saintoul,Aurélien,LFI-NFP,La France insoumise - Nouveau Front Populaire,La France Insoumise,Hauts-de-Seine,11,2024-06-30,2026-02-27,5799,2530,0,3269,0.4363,1293,1129,108,343,19,0.0554,13919,0,0,,,
PA795998,K/Bidi,Émeline,GDR,Gauche Démocrate et Républicaine,Progrès-974,Réunion,4,2024-07-07,2026-02-27,5799,780,0,5019,0.1345,397,326,57,232,25,0.1078,2486,0,0,,,
PA796010,Maillot,Frédéric,GDR,Gauche Démocrate et Républicaine,Pour la Réunion,Réunion,6,2024-07-07,2026-02-27,5799,534,0,5265,0.0921,298,191,45,417,33,0.0791,2615,0,0,,,
PA796018,Simonnet,Danielle,ECOS,Écologiste et Social,Parti communiste français,Paris,15,2024-07-07,2026-02-27,5799,1796,0,4003,0.3097,836,893,67,268,39,0.1455,9802,0,0,,,
PA796026,Lechanteux,Julie,RN,Rassemblement National,Rassemblement national,Var,5,2024-06-30,2026-02-27,5799,1418,0,4381,0.2445,759,539,120,29,1,0.0345,3995,0,0,,,
PA796034,Giletti,Frank,RN,Rassemblement National,Rassemblement national,Var,6,2024-06-30,2026-02-27,5799,1554,0,4245,0.2680,891,582,81,75,15,0.2000,4271,0,0,,,
PA796042,Boccaletti,Frédéric,RN,Rassemblement National,Rassemblement national,Var,7,2024-07-07,2026-02-27,5799,2777,0,3022,0.4789,1386,1157,234,70,11,0.1571,3819,0,0,,,
PA796050,Schreck,Philippe,RN,Rassemblement National,Rassemblement national,Var,8,2024-06-30,2026-02-27,5799,1769,0,4030,0.3051,958,697,114,223,5,0.0224,3736,0,0,,,
PA796062,Portes,Thomas,LFI-NFP,La France insoumise - Nouveau Front Populaire,La France Insoumise,Seine-Saint-Denis,3,2024-07-07,2026-02-27,5799,2147,0,3652,0.3702,1073,978,96,131,4,0.0305,14111,0,0,,,
PA796070,Gaillard,Perceval,LFI-NFP,La France insoumise - Nouveau Front Populaire,Rézistan's Égalité 974,Réunion,7,2024-07-07,2026-02-27,5799,2311,0,3488,0.3985,1115,1090,106,51,17,0.3333,14183,0,0,,,
PA796078,Youssouffa,Estelle,LIOT,"Libertés, Indépendants, Outre-mer et Territoires","Union des démocrates européens, centristes et indépendants",Mayotte,1,2024-06-30,2026-02-27,5799,542,0,5257,0.0935,266,246,30,452,147,0.3252,1051,0,0,,,
PA796090,Caron,Aymeric,LFI-NFP,La France insoumise - Nouveau Front Populaire,La France Insoumise,Paris,18,2024-06-30,2026-02-27,5799,1433,0,4366,0.2471,690,634,109,301,9,0.0299,13942,0,0,,,
PA796106,Bénard,Édouard,GDR,Gauche Démocrate et Républicaine,Parti communiste français,Seine-Maritime,3,2024-07-07,2026-02-27,5799,1051,0,4748,0.1812,469,509,73,32,6,0.1875,2535,0,0,,,
PA796118,Auzanot,Bénédicte,RN,Rassemblement National,Rassemblement national,Vaucluse,2,2024-07-07,2026-02-27,5799,1320,0,4479,0.2276,670,547,103,1,0,0.0000,4149,0,0,,,
PA805166,Bergantz,Anne,DEM,Les Démocrates,Ensemble ! (majorité présidentielle),Yvelines,2,2024-07-07,2026-02-27,5799,2991,0,2808,0.5158,833,2015,143,109,39,0.3578,685,0,0,,,
PA817203,Miller,Laure,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Marne,2,2024-07-07,2026-02-27,5799,1065,0,4734,0.1837,383,641,41,50,15,0.3000,964,0,0,,,
PA817211,Pilato,René,LFI-NFP,La France insoumise - Nouveau Front Populaire,La France Insoumise,Charente,1,2024-07-07,2026-02-27,5799,2470,0,3329,0.4259,1078,1273,119,163,32,0.1963,14070,0,0,,,
PA822617,Froger,Martine,SOC,Socialistes et apparentés,Parti socialiste,Ariège,1,2024-06-30,2026-02-27,5799,1411,0,4388,0.2433,777,526,108,194,28,0.1443,2481,0,0,,,
PA826635,Rousseau,Aurélien,SOC,Socialistes et apparentés,Parti socialiste,Yvelines,7,2024-07-07,2026-02-27,5799,1756,0,4043,0.3028,772,801,183,2,1,0.5000,3514,0,0,,,
PA840075,Casterman,Eddy,RN,Rassemblement National,Rassemblement national,Aisne,3,2024-06-30,2026-02-27,5799,1823,0,3976,0.3144,893,815,115,67,3,0.0448,4951,0,0,,,
PA840119,Delannoy,Sandra,NI,Non inscrit,Rassemblement national,Nord,3,2024-06-30,2026-02-27,5799,1802,0,3997,0.3107,946,691,165,61,2,0.0328,3523,0,0,,,
PA840135,Dufosset,Alexandre,RN,Rassemblement National,Rassemblement national,Nord,18,2024-06-30,2026-02-27,5799,1933,0,3866,0.3333,915,831,187,56,5,0.0893,4224,0,0,,,
PA840143,Florquin,Guillaume,RN,Rassemblement National,Rassemblement national,Nord,20,2024-06-30,2026-02-27,5799,2245,0,3554,0.3871,1077,978,190,29,4,0.1379,4126,0,0,,,
PA840159,Clavet,Bruno,RN,Rassemblement National,Rassemblement national,Pas-de-Calais,3,2024-06-30,2026-02-27,5799,1212,0,4587,0.2090,672,477,63,57,1,0.0175,3510,0,0,,,
PA840171,Grégoire,Emmanuel,SOC,Socialistes et apparentés,Parti socialiste,Paris,7,2024-06-30,2026-02-27,5799,1910,0,3889,0.3294,968,829,113,1203,16,0.0133,4342,0,0,,,
PA840235,Frébault,Moerani,EPR,Ensemble pour la République,Tapura Huiraatira,Polynésie Française,1,2024-06-30,2026-02-27,5799,428,0,5371,0.0738,191,230,7,48,12,0.2500,1436,0,0,,,
PA840657,Ricourt Vaginay,Sophie,UDDPLR,Union des droites pour la République,UDR - Union des Droites pour la République,Alpes-de-Haute-Provence,2,2024-07-07,2026-02-27,5799,1652,0,4147,0.2849,819,700,133,31,1,0.0323,949,0,0,,,
PA840665,Allemand,Marie-José,SOC,Socialistes et apparentés,Parti socialiste,Hautes-Alpes,1,2024-07-07,2026-02-27,5799,2617,0,3182,0.4513,1264,1161,192,75,8,0.1067,4036,0,0,,,
PA840673,Rossi,Valérie,SOC,Socialistes et apparentés,Parti socialiste,Hautes-Alpes,2,2024-07-07,2026-02-27,5799,2902,0,2897,0.5004,1495,1125,282,117,22,0.1880,4357,0,0,,,
PA840685,Trébuchet,Vincent,UDDPLR,Union des droites pour la République,UDR - Union des Droites pour la République,Ardèche,2,2024-07-07,2026-02-27,5799,1417,0,4382,0.2444,689,637,91,200,10,0.0500,974,0,0,,,
PA840701,Chaix,Bernard,UDDPLR,Union des droites pour la République,UDR - Union des Droites pour la République,Alpes-Maritimes,3,2024-07-07,2026-02-27,5799,1336,0,4463,0.2304,688,525,123,8,0,0.0000,704,0,0,,,
PA840721,Chavent,Marc,UDDPLR,Union des droites pour la République,UDR - Union des Droites pour la République,Ain,5,2024-07-07,2026-02-27,5799,1452,0,4347,0.2504,759,529,164,3,0,0.0000,819,0,0,,,
PA840757,Griseti,Monique,RN,Rassemblement National,Rassemblement national,Bouches-du-Rhône,1,2024-07-07,2026-02-27,5799,2531,0,3268,0.4365,1349,945,237,9,0,0.0000,4000,0,0,,,
PA840765,Lhardit,Laurent,SOC,Socialistes et apparentés,Parti socialiste,Bouches-du-Rhône,2,2024-07-07,2026-02-27,5799,2027,0,3772,0.3495,1069,800,158,59,16,0.2712,4147,0,0,,,
PA840773,Fayssat,Olivier,UDDPLR,Union des droites pour la République,UDR - Union des Droites pour la République,Bouches-du-Rhône,6,2024-07-07,2026-02-27,5799,3533,0,2266,0.6092,1764,1490,279,139,1,0.0072,624,0,0,,,
PA840781,Tonussi,Romain,RN,Rassemblement National,Rassemblement national,Bouches-du-Rhône,8,2024-07-07,2026-02-27,5799,2083,0,3716,0.3592,1016,915,152,53,1,0.0189,3967,0,0,,,
PA840793,Pena,Marc,SOC,Socialistes et apparentés,Parti socialiste,Bouches-du-Rhône,11,2024-07-07,2026-02-27,5799,1311,0,4488,0.2261,712,487,112,45,5,0.1111,4066,0,0,,,
PA840801,Fouquart,Emmanuel,RN,Rassemblement National,Rassemblement national,Bouches-du-Rhône,13,2024-07-07,2026-02-27,5799,2148,0,3651,0.3704,1101,883,164,24,2,0.0833,4000,0,0,,,
PA840809,Verny,Gérault,UDDPLR,Union des droites pour la République,UDR - Union des Droites pour la République,Bouches-du-Rhône,14,2024-07-07,2026-02-27,5799,1000,0,4799,0.1724,545,414,41,851,4,0.0047,816,0,0,,,
PA840817,Bruneau,Joël,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",Régions et peuples solidaires,Calvados,1,2024-07-07,2026-02-27,5799,2679,0,3120,0.4620,946,1595,138,233,26,0.1116,1019,0,0,,,
PA840829,Barusseau,Fabrice,SOC,Socialistes et apparentés,Parti socialiste,Charente-Maritime,3,2024-07-07,2026-02-27,5799,1956,0,3843,0.3373,907,905,144,102,30,0.2941,4016,0,0,,,
PA840837,Markowsky,Pascal,RN,Rassemblement National,Rassemblement national,Charente-Maritime,4,2024-07-07,2026-02-27,5799,2964,0,2835,0.5111,1455,1269,240,7,0,0.0000,3948,0,0,,,
PA840857,Lechon,Nadine,RN,Rassemblement National,Rassemblement national,Dordogne,1,2024-07-07,2026-02-27,5799,2406,0,3393,0.4149,1218,1002,186,2,1,0.5000,4039,0,0,,,
PA840869,Joubert,Florence,RN,Rassemblement National,Rassemblement national,Dordogne,3,2024-07-07,2026-02-27,5799,2582,0,3217,0.4452,1323,1039,220,5,0,0.0000,4376,0,0,,,
PA840889,Bloch,Matthieu,UDDPLR,Union des droites pour la République,UDR - Union des Droites pour la République,Doubs,3,2024-07-07,2026-02-27,5799,1607,0,4192,0.2771,852,562,193,97,0,0.0000,552,0,0,,,
PA840903,Christophle,Paul,SOC,Socialistes et apparentés,Parti socialiste,Drôme,1,2024-07-07,2026-02-27,5799,1274,0,4525,0.2197,688,522,64,105,11,0.1048,3933,0,0,,,
PA840915,Monnier,Thibaut,RN,Rassemblement National,Rassemblement national,Drôme,4,2024-07-07,2026-02-27,5799,1935,0,3864,0.3337,1094,680,161,29,3,0.1034,4253,0,0,,,
PA840939,Godard,Océane,SOC,Socialistes et apparentés,Parti socialiste,Côte-d'Or,1,2024-07-07,2026-02-27,5799,1592,0,4207,0.2745,720,786,86,220,31,0.1409,4147,0,0,,,
PA840947,Hervieu,Catherine,ECOS,Écologiste et Social,Les Écologistes - EELV,Côte-d'Or,2,2024-07-07,2026-02-27,5799,2006,0,3793,0.3459,1011,860,135,146,27,0.1849,9808,0,0,,,
PA840955,Pribetich,Pierre,SOC,Socialistes et apparentés,Parti socialiste,Côte-d'Or,3,2024-07-07,2026-02-27,5799,2897,0,2902,0.4996,1328,1370,199,39,9,0.2308,3647,0,0,,,
PA840967,Lioret,René,RN,Rassemblement National,Rassemblement national,Côte-d'Or,5,2024-07-07,2026-02-27,5799,1556,0,4243,0.2683,793,657,106,97,4,0.0412,4670,0,0,,,
PA840979,Le Fur,Corentin,DR,Droite Républicaine,Les Républicains,Côtes-d'Armor,3,2024-07-07,2026-02-27,5799,1717,0,4082,0.2961,664,975,78,653,44,0.0674,2907,0,0,,,
PA840983,Lenoir,Bartolomé,UDDPLR,Union des droites pour la République,UDR - Union des Droites pour la République,Creuse,1,2024-07-07,2026-02-27,5799,1524,0,4275,0.2628,710,660,154,33,1,0.0303,682,0,0,,,
PA840997,Biteau,Benoît,ECOS,Écologiste et Social,Les Écologistes - EELV,Charente-Maritime,2,2024-07-07,2026-02-27,5799,1514,0,4285,0.2611,742,698,74,713,27,0.0379,9460,0,0,,,
PA841017,Huwart,Harold,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",Régions et peuples solidaires,Eure-et-Loir,3,2024-07-07,2026-02-27,5799,646,0,5153,0.1114,306,318,22,65,20,0.3077,632,0,0,,,
PA841023,Cadalen,Pierre-Yves,LFI-NFP,La France insoumise - Nouveau Front Populaire,La France Insoumise,Finistère,2,2024-07-07,2026-02-27,5799,1767,0,4032,0.3047,846,837,84,141,24,0.1702,14129,0,0,,,
PA841047,Ceccoli,François-Xavier,DR,Droite Républicaine,Les Républicains,Haute-Corse,2,2024-07-07,2026-02-27,5799,755,0,5044,0.1302,349,374,32,99,4,0.0404,1516,0,0,,,
PA841067,Allegret-Pilot,Alexandre,UDDPLR,Union des droites pour la République,UDR - Union des Droites pour la République,Gard,5,2024-07-07,2026-02-27,5799,2571,0,3228,0.4434,1293,1014,264,196,8,0.0408,1231,0,0,,,
PA841075,Josserand,Sylvie,RN,Rassemblement National,Rassemblement national,Gard,6,2024-07-07,2026-02-27,5799,2369,0,3430,0.4085,1177,1000,192,44,0,0.0000,3396,0,0,,,
PA841091,Simion,Arnaud,SOC,Socialistes et apparentés,Parti socialiste,Haute-Garonne,6,2024-07-07,2026-02-27,5799,1914,0,3885,0.3301,867,905,142,132,36,0.2727,4100,0,0,,,
PA841107,Oberti,Jacques,SOC,Socialistes et apparentés,Parti socialiste,Haute-Garonne,10,2024-07-07,2026-02-27,5799,4410,0,1389,0.7605,1996,1959,455,99,24,0.2424,4500,0,0,,,
PA841131,Bouquin,Manon,RN,Rassemblement National,Rassemblement national,Hérault,4,2024-07-07,2026-02-27,5799,2976,0,2823,0.5132,1577,1204,195,92,6,0.0652,4010,0,0,,,
PA841139,Gabarron,Julien,RN,Rassemblement National,Rassemblement national,Hérault,6,2024-07-07,2026-02-27,5799,1399,0,4400,0.2412,748,559,92,3,0,0.0000,3718,0,0,,,
PA841151,Fruchon,Alix,DR,Droite Républicaine,Non rattaché(s),Indre,2,2024-07-07,2026-02-27,5799,513,0,5286,0.0885,219,230,64,6,0,0.0000,258,0,0,,,
PA841183,Mansouri,Hanane,UDDPLR,Union des droites pour la République,UDR - Union des Droites pour la République,Isère,8,2024-07-07,2026-02-27,5799,1137,0,4662,0.1961,665,359,113,384,6,0.0156,608,0,0,,,
PA841191,Nosbé,Sandrine,LFI-NFP,La France insoumise - Nouveau Front Populaire,La France Insoumise,Isère,9,2024-07-07,2026-02-27,5799,2620,0,3179,0.4518,1334,1173,113,221,34,0.1538,14034,0,0,,,
PA841199,Perez,Thierry,RN,Rassemblement National,Rassemblement national,Isère,10,2024-07-07,2026-02-27,5799,2052,0,3747,0.3539,918,946,188,27,0,0.0000,3532,0,0,,,
PA841207,Alloncle,Charles,UDDPLR,Union des droites pour la République,UDR - Union des Droites pour la République,Hérault,9,2024-07-07,2026-02-27,5799,933,0,4866,0.1609,408,453,72,79,4,0.0506,592,0,0,,,
PA841215,Mesmeur,Marie,LFI-NFP,La France insoumise - Nouveau Front Populaire,La France Insoumise,Ille-et-Vilaine,1,2024-07-07,2026-02-27,5799,2309,0,3490,0.3982,1128,1046,135,148,14,0.0946,14132,0,0,,,
PA841223,Lahais,Tristan,ECOS,Écologiste et Social,Les Écologistes - EELV,Ille-et-Vilaine,2,2024-07-07,2026-02-27,5799,2207,0,3592,0.3806,1097,982,128,164,20,0.1220,9824,0,0,,,
PA841243,Saint-Pasteur,Sébastien,SOC,Socialistes et apparentés,Parti socialiste,Gironde,7,2024-07-07,2026-02-27,5799,1698,0,4101,0.2928,786,798,114,69,11,0.1594,3504,0,0,,,
PA841251,Feld,Mathilde,LFI-NFP,La France insoumise - Nouveau Front Populaire,La France Insoumise,Gironde,12,2024-07-07,2026-02-27,5799,2556,0,3243,0.4408,1283,1141,132,413,36,0.0872,13826,0,0,,,
PA841295,Courbon,Pierrick,SOC,Socialistes et apparentés,Parti socialiste,Loire,1,2024-07-07,2026-02-27,5799,1952,0,3847,0.3366,928,891,133,253,27,0.1067,5333,0,0,,,
PA841315,Benbrahim,Karim,SOC,Socialistes et apparentés,Parti socialiste,Loire-Atlantique,1,2024-07-07,2026-02-27,5799,2138,0,3661,0.3687,1101,859,178,165,24,0.1455,4094,0,0,,,
PA841327,Roussel,Fabrice,SOC,Socialistes et apparentés,Parti socialiste,Loire-Atlantique,5,2024-07-07,2026-02-27,5799,2456,0,3343,0.4235,1127,1135,194,78,11,0.1410,3806,0,0,,,
PA841339,Brard,Jean-Michel,HOR,Horizons & Indépendants,Horizons,Loire-Atlantique,9,2024-07-07,2026-02-27,5799,1227,0,4572,0.2116,500,688,39,1,0,0.0000,575,0,0,,,
PA841351,Duplessy,Emmanuel,ECOS,Écologiste et Social,Les Écologistes - EELV,Loiret,2,2024-07-07,2026-02-27,5799,1411,0,4388,0.2433,714,628,69,204,28,0.1373,10200,0,0,,,
PA841359,de Pélichy,Constance,LIOT,"Libertés, Indépendants, Outre-mer et Territoires","Union des démocrates européens, centristes et indépendants",Loiret,3,2024-07-07,2026-02-27,5799,1374,0,4425,0.2369,543,697,134,141,8,0.0567,1058,0,0,,,
PA841367,Proença,Christophe,SOC,Socialistes et apparentés,Parti socialiste,Lot,2,2024-07-07,2026-02-27,5799,2013,0,3786,0.3471,958,858,197,79,34,0.4304,5249,0,0,,,
PA841381,Pantel,Sophie,SOC,Socialistes et apparentés,Régions et peuples solidaires,Lozère,1,2024-07-07,2026-02-27,5799,2950,0,2849,0.5087,1379,1267,304,248,45,0.1815,4511,0,0,,,
PA841395,Michelet,Maxime,UDDPLR,Union des droites pour la République,UDR - Union des Droites pour la République,Marne,3,2024-07-07,2026-02-27,5799,2128,0,3671,0.3670,982,945,201,20,2,0.1000,894,0,0,,,
PA841419,Girard,Damien,ECOS,Écologiste et Social,Les Écologistes - EELV,Morbihan,5,2024-07-07,2026-02-27,5799,664,0,5135,0.1145,328,299,37,81,6,0.0741,9776,0,0,,,
PA841431,Colin-Oesterlé,Nathalie,HOR,Horizons & Indépendants,"Union des démocrates européens, centristes et indépendants",Moselle,3,2024-07-07,2026-02-27,5799,1489,0,4310,0.2568,549,819,121,512,42,0.0820,789,0,0,,,
PA841439,Jenft,Pascal,RN,Rassemblement National,Rassemblement national,Moselle,5,2024-07-07,2026-02-27,5799,2772,0,3027,0.4780,1480,1076,216,57,8,0.1404,3650,0,0,,,
PA841451,Guibert,Julien,RN,Rassemblement National,Rassemblement national,Nièvre,2,2024-07-07,2026-02-27,5799,2768,0,3031,0.4773,1437,1125,206,11,0,0.0000,3900,0,0,,,
PA841463,Mercier,Estelle,SOC,Socialistes et apparentés,Parti socialiste,Meurthe-et-Moselle,1,2024-07-07,2026-02-27,5799,2376,0,3423,0.4097,1212,1009,155,185,27,0.1459,4396,0,0,,,
PA841471,Hablot,Stéphane,SOC,Socialistes et apparentés,Parti socialiste,Meurthe-et-Moselle,2,2024-07-07,2026-02-27,5799,885,0,4914,0.1526,483,356,46,18,13,0.7222,3566,0,0,,,
PA841479,Weber,Frédéric,RN,Rassemblement National,Rassemblement national,Meurthe-et-Moselle,3,2024-07-07,2026-02-27,5799,2608,0,3191,0.4497,1413,970,225,34,0,0.0000,4236,0,0,,,
PA841487,Boulogne,Anthony,RN,Rassemblement National,Rassemblement national,Meurthe-et-Moselle,6,2024-07-07,2026-02-27,5799,2515,0,3284,0.4337,1276,1020,219,234,12,0.0513,3893,0,0,,,
PA841495,Amblard,Maxime,RN,Rassemblement National,Rassemblement national,Meuse,1,2024-07-07,2026-02-27,5799,2330,0,3469,0.4018,1137,1020,173,209,17,0.0813,3514,0,0,,,
PA841507,Bonnet,Nicolas,ECOS,Écologiste et Social,Les Écologistes - EELV,Puy-de-Dôme,3,2024-07-07,2026-02-27,5799,2353,0,3446,0.4058,1209,972,172,188,10,0.0532,9879,0,0,,,
PA841515,Le Coq,Aurélien,LFI-NFP,La France insoumise - Nouveau Front Populaire,La France Insoumise,Nord,1,2024-07-07,2026-02-27,5799,1989,0,3810,0.3430,1028,875,86,534,36,0.0674,13735,0,0,,,
PA841539,Gokel,Julien,SOC,Socialistes et apparentés,Parti socialiste,Nord,13,2024-07-07,2026-02-27,5799,882,0,4917,0.1521,356,480,46,40,2,0.0500,3593,0,0,,,
PA841553,Tesson,Thierry,RN,Rassemblement National,Rassemblement national,Nord,17,2024-07-07,2026-02-27,5799,2240,0,3559,0.3863,1081,1014,145,54,21,0.3889,3965,0,0,,,
PA841563,Marais-Beuil,Claire,RN,Rassemblement National,Rassemblement national,Oise,1,2024-07-07,2026-02-27,5799,4657,0,1142,0.8031,2529,1798,330,52,1,0.0192,4399,0,0,,,
PA841575,Vos,Frédéric-Pierre,RN,Rassemblement National,Rassemblement national,Oise,5,2024-07-07,2026-02-27,5799,1186,0,4613,0.2045,592,510,84,98,2,0.0204,4311,0,0,,,
PA841587,Magnier,David,RN,Rassemblement National,Rassemblement national,Oise,7,2024-07-07,2026-02-27,5799,3587,0,2212,0.6186,1931,1403,253,81,0,0.0000,3988,0,0,,,
PA841605,Golliot,Antoine,RN,Rassemblement National,Rassemblement national,Pas-de-Calais,5,2024-07-07,2026-02-27,5799,2106,0,3693,0.3632,1040,936,130,49,1,0.0204,4661,0,0,,,
PA841613,de Fleurian,Marc,RN,Rassemblement National,Rassemblement national,Pas-de-Calais,7,2024-07-07,2026-02-27,5799,3728,0,2071,0.6429,1918,1553,257,4,0,0.0000,3492,0,0,,,
PA841621,Evrard,Auguste,RN,Rassemblement National,Rassemblement national,Pas-de-Calais,8,2024-07-07,2026-02-27,5799,1425,0,4374,0.2457,751,569,105,12,0,0.0000,4336,0,0,,,
PA841633,Dufau,Peio,SOC,Socialistes et apparentés,Parti socialiste,Pyrénées-Atlantiques,6,2024-07-07,2026-02-27,5799,2193,0,3606,0.3782,1072,987,134,170,32,0.1882,3787,0,0,,,
PA841645,Bernhardt,Théo,RN,Rassemblement National,Rassemblement national,Bas-Rhin,8,2024-07-07,2026-02-27,5799,2772,0,3027,0.4780,1431,1070,271,202,2,0.0099,4382,0,0,,,
PA841657,Belouassa-Cherifi,Anaïs,LFI-NFP,La France insoumise - Nouveau Front Populaire,La France Insoumise,Rhône,1,2024-07-07,2026-02-27,5799,1472,0,4327,0.2538,642,755,75,177,13,0.0734,14075,0,0,,,
