deputy_id,nom,prenom,groupe_abrev,groupe_nom,parti_rattachement,dept,circo,period_start,period_end,scrutins_eligibles,votes_exprimes,non_votant,absent,participation_rate,pour_count,contre_count,abst_count,amd_authored,amd_adopted,amd_adoption_rate,amd_cosigned,interventions_count,interventions_chars,top_dossier_id,top_dossier_titre,top_dossier_score
PA642764,Aviragnet,Joël,SOC,Socialistes et apparentés,Parti socialiste,Haute-Garonne,8,2026-01-28,2026-02-27,577,112,0,465,0.1941,53,56,3,21,4,0.1905,142,0,0,,,
PA642847,Bazin,Thibault,DR,Droite Républicaine,Les Républicains,Meurthe-et-Moselle,4,2026-01-28,2026-02-27,577,180,0,397,0.3120,124,38,18,79,5,0.0633,631,0,0,,,
PA642868,Christophe,Paul,HOR,Horizons & Indépendants,Horizons,Nord,14,2026-01-28,2026-02-27,577,41,0,536,0.0711,22,17,2,4,0,0.0000,46,0,0,,,
PA642935,Becht,Olivier,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Haut-Rhin,5,2026-01-28,2026-02-27,577,18,0,559,0.0312,5,13,0,0,0,,61,0,0,,,
PA642988,de Lépinau,Hervé,RN,Rassemblement National,Rassemblement national,Vaucluse,3,2026-01-28,2026-02-27,577,185,0,392,0.3206,137,36,12,37,0,0.0000,744,0,0,,,
PA643089,Thiériot,Jean-Louis,DR,Droite Républicaine,Les Républicains,Seine-et-Marne,3,2026-01-28,2026-02-27,577,46,0,531,0.0797,34,12,0,0,0,,268,0,0,,,
PA643104,Minard,Christelle,DR,Droite Républicaine,Les Républicains,Eure-et-Loir,2,2026-01-28,2026-02-27,577,331,0,246,0.5737,229,88,14,8,0,0.0000,297,0,0,,,
PA643143,Baptiste,Christian,SOC,Socialistes et apparentés,Parti progressiste démocratique guadeloupéen,Guadeloupe,2,2026-01-28,2026-02-27,577,8,0,569,0.0139,6,2,0,0,0,,140,0,0,,,
PA643157,Naillet,Philippe,SOC,Socialistes et apparentés,Association ambition Réunion,Réunion,1,2026-01-28,2026-02-27,577,93,0,484,0.1612,36,57,0,0,0,,143,0,0,,,
PA643175,Dupont,Stella,NI,Non inscrit,Régions et peuples solidaires,Maine-et-Loire,2,2026-01-28,2026-02-27,577,243,0,334,0.4211,67,171,5,11,3,0.2727,0,0,0,,,
PA643184,Klinkert,Brigitte,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Haut-Rhin,1,2026-01-28,2026-02-27,577,142,0,435,0.2461,41,100,1,0,0,,53,0,0,,,
PA643192,Jourdan,Chantal,SOC,Socialistes et apparentés,Parti socialiste,Orne,1,2026-01-28,2026-02-27,577,298,0,279,0.5165,86,205,7,1,0,0.0000,143,0,0,,,
PA677483,Mazars,Stéphane,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Aveyron,1,2026-01-28,2026-02-27,577,77,0,500,0.1334,22,55,0,6,4,0.6667,60,0,0,,,
PA687214,Berrios,Sylvain,HOR,Horizons & Indépendants,Horizons,Val-de-Marne,1,2026-01-28,2026-02-27,577,136,0,441,0.2357,56,39,41,15,0,0.0000,65,0,0,,,
PA695512,Lepers,Guillaume,DR,Droite Républicaine,Les Républicains,Lot-et-Garonne,3,2026-01-28,2026-02-27,577,78,0,499,0.1352,38,35,5,8,0,0.0000,177,0,0,,,
PA712014,Ledoux,Vincent,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Nord,10,2026-01-28,2026-02-27,577,3,0,574,0.0052,3,0,0,0,0,,54,0,0,,,
PA712015,Dive,Julien,DR,Droite Républicaine,Les Républicains,Aisne,2,2026-01-28,2026-02-27,577,73,0,504,0.1265,54,18,1,5,0,0.0000,125,0,0,,,
PA717161,Borne,Élisabeth,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Calvados,6,2026-01-28,2026-02-27,577,49,0,528,0.0849,20,27,2,0,0,,53,0,0,,,
PA717379,Maillard,Sylvain,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Paris,1,2026-01-28,2026-02-27,577,74,0,503,0.1282,33,37,4,0,0,,115,0,0,,,
PA718674,Givernet,Olga,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Ain,3,2026-01-28,2026-02-27,577,100,0,477,0.1733,17,83,0,0,0,,61,0,0,,,
PA718784,Pauget,Éric,DR,Droite Républicaine,Les Républicains,Alpes-Maritimes,7,2026-01-28,2026-02-27,577,20,0,557,0.0347,18,2,0,4,0,0.0000,56,0,0,,,
PA718838,Brun,Fabrice,DR,Droite Républicaine,Non rattaché(s),Ardèche,3,2026-01-28,2026-02-27,577,25,0,552,0.0433,19,2,4,0,0,,31,0,0,,,
PA718850,Cordier,Pierre,DR,Droite Républicaine,Les Républicains,Ardennes,2,2026-01-28,2026-02-27,577,12,0,565,0.0208,8,4,0,0,0,,77,0,0,,,
PA718884,Bazin-Malgras,Valérie,DR,Droite Républicaine,Les Républicains,Aube,2,2026-01-28,2026-02-27,577,365,0,212,0.6326,251,104,10,13,0,0.0000,305,0,0,,,
PA719024,Blanchet,Christophe,DEM,Les Démocrates,Ensemble ! (majorité présidentielle),Calvados,4,2026-01-28,2026-02-27,577,44,65,468,0.0763,23,20,1,13,4,0.3077,11,0,0,,,
PA719032,Bouyx,Bertrand,HOR,Horizons & Indépendants,Horizons,Calvados,5,2026-01-28,2026-02-27,577,143,0,434,0.2478,40,99,4,0,0,,33,0,0,,,
PA719052,Kervran,Loïc,HOR,Horizons & Indépendants,Horizons,Cher,3,2026-01-28,2026-02-27,577,55,0,522,0.0953,29,22,4,3,0,0.0000,33,0,0,,,
PA719080,Marsaud,Sandra,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Charente,2,2026-01-28,2026-02-27,577,33,0,544,0.0572,10,23,0,0,0,,53,0,0,,,
PA719118,Cormier-Bouligeon,François,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Cher,1,2026-01-28,2026-02-27,577,142,0,435,0.2461,43,99,0,2,0,0.0000,67,0,0,,,
PA719138,Castellani,Michel,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",Régions et peuples solidaires,Haute-Corse,1,2026-01-28,2026-02-27,577,5,0,572,0.0087,3,0,2,37,0,0.0000,64,0,0,,,
PA719218,Berville,Hervé,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Côtes-d'Armor,2,2026-01-28,2026-02-27,577,62,0,515,0.1075,32,29,1,0,0,,53,0,0,,,
PA719272,Meunier,Frédérique,DR,Droite Républicaine,Les Républicains,Corrèze,2,2026-01-28,2026-02-27,577,172,0,405,0.2981,42,127,3,0,0,,157,0,0,,,
PA719286,Colombani,Paul-André,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",Régions et peuples solidaires,Corse-du-Sud,2,2026-01-28,2026-02-27,577,27,0,550,0.0468,21,6,0,21,0,0.0000,56,0,0,,,
PA719338,Melchior,Graziella,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Finistère,5,2026-01-28,2026-02-27,577,158,0,419,0.2738,39,115,4,1,1,1.0000,66,0,0,,,
PA719372,Kasbarian,Guillaume,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Eure-et-Loir,1,2026-01-28,2026-02-27,577,78,0,499,0.1352,49,29,0,166,0,0.0000,52,0,0,,,
PA719388,Le Meur,Annaïg,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Finistère,1,2026-01-28,2026-02-27,577,37,0,540,0.0641,21,16,0,0,0,,56,0,0,,,
PA719404,Le Gac,Didier,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Finistère,3,2026-01-28,2026-02-27,577,162,0,415,0.2808,40,121,1,1,0,0.0000,56,0,0,,,
PA719412,Le Feur,Sandrine,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Finistère,4,2026-01-28,2026-02-27,577,67,0,510,0.1161,21,45,1,0,0,,71,0,0,,,
PA719436,Meizonnet,Nicolas,RN,Rassemblement National,Rassemblement national,Gard,2,2026-01-28,2026-02-27,577,6,0,571,0.0104,5,1,0,0,0,,296,0,0,,,
PA719472,Cazeneuve,Jean-René,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Gers,1,2026-01-28,2026-02-27,577,51,0,526,0.0884,14,32,5,0,0,,168,0,0,,,
PA719512,Vignon,Corinne,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Haute-Garonne,3,2026-01-28,2026-02-27,577,234,0,343,0.4055,77,156,1,3,0,0.0000,61,0,0,,,
PA719528,Portarrieu,Jean-François,HOR,Horizons & Indépendants,Horizons,Haute-Garonne,5,2026-01-28,2026-02-27,577,3,0,574,0.0052,2,0,1,0,0,,33,0,0,,,
PA719550,Tanguy,Liliana,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Finistère,7,2026-01-28,2026-02-27,577,217,0,360,0.3761,157,60,0,0,0,,98,0,0,,,
PA719558,Balanant,Erwan,DEM,Les Démocrates,Ensemble ! (majorité présidentielle),Finistère,8,2026-01-28,2026-02-27,577,78,0,499,0.1352,18,55,5,1,0,0.0000,12,0,0,,,
PA719578,Prud'homme,Loïc,LFI-NFP,La France insoumise - Nouveau Front Populaire,La France Insoumise,Gironde,3,2026-01-28,2026-02-27,577,68,0,509,0.1179,21,47,0,18,0,0.0000,481,0,0,,,
PA719632,Panonacle,Sophie,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Gironde,8,2026-01-28,2026-02-27,577,78,0,499,0.1352,31,44,3,5,1,0.2000,65,0,0,,,
PA719640,Mette,Sophie,DEM,Les Démocrates,Ensemble ! (majorité présidentielle),Gironde,9,2026-01-28,2026-02-27,577,147,0,430,0.2548,50,92,5,5,3,0.6000,13,0,0,,,
PA719736,Galliard-Minier,Camille,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Isère,1,2026-01-28,2026-02-27,577,251,15,311,0.4350,53,198,0,0,0,,54,0,0,,,
PA719756,Le Nabour,Christine,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Ille-et-Vilaine,5,2026-01-28,2026-02-27,577,111,0,466,0.1924,36,74,1,0,0,,53,0,0,,,
PA719778,Jolivet,François,HOR,Horizons & Indépendants,Horizons,Indre,1,2026-01-28,2026-02-27,577,76,0,501,0.1317,27,48,1,0,0,,34,0,0,,,
PA719798,Labaronne,Daniel,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Indre-et-Loire,2,2026-01-28,2026-02-27,577,98,0,479,0.1698,43,54,1,82,7,0.0854,123,0,0,,,
PA719822,Thillaye,Sabine,DEM,Les Démocrates,Ensemble ! (majorité présidentielle),Indre-et-Loire,5,2026-01-28,2026-02-27,577,76,0,501,0.1317,31,37,8,3,0,0.0000,11,0,0,,,
PA719890,Brulebois,Danielle,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Jura,1,2026-01-28,2026-02-27,577,42,0,535,0.0728,14,25,3,21,1,0.0476,54,0,0,,,
PA719914,Darrieussecq,Geneviève,DEM,Les Démocrates,Ensemble ! (majorité présidentielle),Landes,1,2026-01-28,2026-02-27,577,36,0,541,0.0624,20,16,0,0,0,,11,0,0,,,
PA719922,Causse,Lionel,EPR,Ensemble pour la République,Alliance centriste,Landes,2,2026-01-28,2026-02-27,577,16,0,561,0.0277,9,7,0,4,0,0.0000,54,0,0,,,
PA719930,Vallaud,Boris,SOC,Socialistes et apparentés,Parti socialiste,Landes,3,2026-01-28,2026-02-27,577,62,0,515,0.1075,15,47,0,0,0,,129,0,0,,,
PA719938,Fesneau,Marc,DEM,Les Démocrates,Ensemble ! (majorité présidentielle),Loir-et-Cher,1,2026-01-28,2026-02-27,577,20,0,557,0.0347,9,11,0,0,0,,11,0,0,,,
PA719968,Bonnet,Sylvie,DR,Droite Républicaine,Les Républicains,Loire,4,2026-01-28,2026-02-27,577,94,0,483,0.1629,58,34,2,7,0,0.0000,589,0,0,,,
PA720022,Lauzzana,Michel,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Lot-et-Garonne,1,2026-01-28,2026-02-27,577,276,0,301,0.4783,55,218,3,14,0,0.0000,58,0,0,,,
PA720038,Josso,Sandrine,DEM,Les Démocrates,Ensemble ! (majorité présidentielle),Loire-Atlantique,7,2026-01-28,2026-02-27,577,19,0,558,0.0329,7,6,6,0,0,,11,0,0,,,
PA720066,Rist,Stéphanie,EPR,Ensemble pour la République,,Loiret,1,2026-01-28,2026-02-27,577,0,562,15,0.0000,0,0,0,0,0,,53,0,0,,,
PA720092,Ramos,Richard,DEM,Les Démocrates,Ensemble ! (majorité présidentielle),Loiret,6,2026-01-28,2026-02-27,577,16,0,561,0.0277,9,7,0,0,0,,11,0,0,,,
PA720100,Pradié,Aurélien,NI,Non inscrit,Régions et peuples solidaires,Lot,1,2026-01-28,2026-02-27,577,2,0,575,0.0035,1,1,0,4,0,0.0000,4,0,0,,,
PA720138,Saint-Paul,Laetitia,HOR,Horizons & Indépendants,Horizons,Maine-et-Loire,4,2026-01-28,2026-02-27,577,28,0,549,0.0485,7,17,4,0,0,,38,0,0,,,
PA720146,Masséglia,Denis,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Maine-et-Loire,5,2026-01-28,2026-02-27,577,64,0,513,0.1109,24,40,0,1,0,0.0000,58,0,0,,,
PA720154,Dubré-Chirat,Nicole,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Maine-et-Loire,6,2026-01-28,2026-02-27,577,377,0,200,0.6534,87,285,5,5,0,0.0000,58,0,0,,,
PA720162,Bolo,Philippe,DEM,Les Démocrates,Ensemble ! (majorité présidentielle),Maine-et-Loire,7,2026-01-28,2026-02-27,577,62,0,515,0.1075,24,35,3,2,2,1.0000,82,0,0,,,
PA720190,Sorre,Bertrand,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Manche,2,2026-01-28,2026-02-27,577,128,0,449,0.2218,32,96,0,1,1,1.0000,62,0,0,,,
PA720230,Magnier,Lise,HOR,Horizons & Indépendants,Horizons,Marne,4,2026-01-28,2026-02-27,577,301,0,276,0.5217,82,194,25,1,0,0.0000,55,0,0,,,
PA720256,Bannier,Géraldine,DEM,Les Démocrates,Ensemble ! (majorité présidentielle),Mayenne,2,2026-01-28,2026-02-27,577,149,0,428,0.2582,47,99,3,0,0,,11,0,0,,,
PA720334,Pahun,Jimmy,DEM,Les Démocrates,Ensemble ! (majorité présidentielle),Morbihan,2,2026-01-28,2026-02-27,577,62,0,515,0.1075,19,38,5,0,0,,11,0,0,,,
PA720342,Le Peih,Nicole,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Morbihan,3,2026-01-28,2026-02-27,577,69,0,508,0.1196,30,39,0,0,0,,55,0,0,,,
PA720354,Jacques,Jean-Michel,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Morbihan,6,2026-01-28,2026-02-27,577,11,0,566,0.0191,8,3,0,0,0,,53,0,0,,,
PA720362,Belhaddad,Belkhir,SOC,Socialistes et apparentés,Parti socialiste,Moselle,1,2026-01-28,2026-02-27,577,29,0,548,0.0503,21,6,2,0,0,,136,0,0,,,
PA720370,Mendes,Ludovic,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Moselle,2,2026-01-28,2026-02-27,577,7,0,570,0.0121,5,2,0,0,0,,56,0,0,,,
PA720386,Di Filippo,Fabien,DR,Droite Républicaine,Les Républicains,Moselle,4,2026-01-28,2026-02-27,577,54,0,523,0.0936,31,14,9,45,0,0.0000,253,0,0,,,
PA720430,Bernalicis,Ugo,LFI-NFP,La France insoumise - Nouveau Front Populaire,La France Insoumise,Nord,2,2026-01-28,2026-02-27,577,78,0,499,0.1352,17,61,0,8,0,0.0000,491,0,0,,,
PA720446,Liso,Brigitte,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Nord,4,2026-01-28,2026-02-27,577,274,0,303,0.4749,53,220,1,6,2,0.3333,99,0,0,,,
PA720468,Chenu,Sébastien,RN,Rassemblement National,Rassemblement national,Nord,19,2026-01-28,2026-02-27,577,34,56,487,0.0589,23,4,7,0,0,,275,0,0,,,
PA720552,Rauch,Isabelle,HOR,Horizons & Indépendants,Horizons,Moselle,9,2026-01-28,2026-02-27,577,27,0,550,0.0468,17,10,0,0,0,,33,0,0,,,
PA720560,Goulet,Perrine,DEM,Les Démocrates,Ensemble ! (majorité présidentielle),Nièvre,1,2026-01-28,2026-02-27,577,168,0,409,0.2912,39,129,0,2,1,0.5000,11,0,0,,,
PA720614,Le Pen,Marine,RN,Rassemblement National,Rassemblement national,Pas-de-Calais,11,2026-01-28,2026-02-27,577,16,0,561,0.0277,11,5,0,0,0,,222,0,0,,,
PA720644,Nury,Jérôme,DR,Droite Républicaine,Régions et peuples solidaires,Orne,3,2026-01-28,2026-02-27,577,13,0,564,0.0225,10,3,0,0,0,,35,0,0,,,
PA720668,Blairy,Emmanuel,RN,Rassemblement National,Rassemblement national,Pas-de-Calais,1,2026-01-28,2026-02-27,577,71,0,506,0.1231,57,9,5,11,0,0.0000,502,0,0,,,
PA720720,Poueyto,Josy,DEM,Les Démocrates,Ensemble ! (majorité présidentielle),Pyrénées-Atlantiques,1,2026-01-28,2026-02-27,577,97,0,480,0.1681,33,63,1,0,0,,11,0,0,,,
PA720728,Mattei,Jean-Paul,DEM,Les Démocrates,Ensemble ! (majorité présidentielle),Pyrénées-Atlantiques,2,2026-01-28,2026-02-27,577,155,0,422,0.2686,42,111,2,6,6,1.0000,11,0,0,,,
PA720822,Bilde,Bruno,RN,Rassemblement National,Rassemblement national,Pas-de-Calais,12,2026-01-28,2026-02-27,577,10,0,567,0.0173,9,1,0,0,0,,267,0,0,,,
PA720838,Bourouaha,Soumya,GDR,Gauche Démocrate et Républicaine,Parti communiste français,Seine-Saint-Denis,4,2026-01-28,2026-02-27,577,108,0,469,0.1872,54,41,13,13,0,0.0000,122,0,0,,,
PA720846,Lachaud,Bastien,LFI-NFP,La France insoumise - Nouveau Front Populaire,La France Insoumise,Seine-Saint-Denis,6,2026-01-28,2026-02-27,577,126,0,451,0.2184,48,76,2,6,0,0.0000,496,0,0,,,
PA720892,Panot,Mathilde,LFI-NFP,La France insoumise - Nouveau Front Populaire,La France Insoumise,Val-de-Marne,10,2026-01-28,2026-02-27,577,154,0,423,0.2669,67,84,3,0,0,,499,0,0,,,
PA720952,Taché,Aurélien,LFI-NFP,La France insoumise - Nouveau Front Populaire,La France Insoumise,Val-d'Oise,10,2026-01-28,2026-02-27,577,4,0,573,0.0069,2,1,1,0,0,,499,0,0,,,
PA720960,Serva,Olivier,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",Régions et peuples solidaires,Guadeloupe,1,2026-01-28,2026-02-27,577,3,0,574,0.0052,2,1,0,2,0,0.0000,38,0,0,,,
PA720976,Mathiasin,Max,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",Régions et peuples solidaires,Guadeloupe,3,2026-01-28,2026-02-27,577,7,0,570,0.0121,4,2,1,5,0,0.0000,36,0,0,,,
PA720992,William,Jiovanny,SOC,Socialistes et apparentés,Parti socialiste,Martinique,1,2026-01-28,2026-02-27,577,19,0,558,0.0329,14,2,3,5,0,0.0000,152,0,0,,,
PA721004,Lakrafi,Amélia,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Français établis hors de France,10,2026-01-28,2026-02-27,577,51,0,526,0.0884,20,31,0,0,0,,53,0,0,,,
PA721024,Genetet,Anne,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Français établis hors de France,11,2026-01-28,2026-02-27,577,6,0,571,0.0104,4,1,1,0,0,,54,0,0,,,
PA721062,Ratenon,Jean-Hugues,LFI-NFP,La France insoumise - Nouveau Front Populaire,Rézistan's Égalité 974,Réunion,5,2026-01-28,2026-02-27,577,221,0,356,0.3830,112,104,5,0,0,,499,0,0,,,
PA721110,Sanquer,Nicole,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",A here ia Porinetia,Polynésie Française,2,2026-01-28,2026-02-27,577,65,0,512,0.1127,29,23,13,0,0,,25,0,0,,,
PA721158,Anglade,Pieyre-Alexandre,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Français établis hors de France,4,2026-01-28,2026-02-27,577,98,0,479,0.1698,39,53,6,0,0,,53,0,0,,,
PA721182,Petit,Frédéric,DEM,Les Démocrates,Ensemble ! (majorité présidentielle),Français établis hors de France,7,2026-01-28,2026-02-27,577,4,0,573,0.0069,1,1,2,0,0,,11,0,0,,,
PA721202,Coquerel,Éric,LFI-NFP,La France insoumise - Nouveau Front Populaire,La France Insoumise,Seine-Saint-Denis,1,2026-01-28,2026-02-27,577,24,0,553,0.0416,14,8,2,3,1,0.3333,499,0,0,,,
PA721210,Corbière,Alexis,ECOS,Écologiste et Social,Parti communiste français,Seine-Saint-Denis,7,2026-01-28,2026-02-27,577,58,0,519,0.1005,13,45,0,6,0,0.0000,134,0,0,,,
PA721234,Petit,Maud,DEM,Les Démocrates,Ensemble ! (majorité présidentielle),Val-de-Marne,4,2026-01-28,2026-02-27,577,162,0,415,0.2808,99,46,17,21,1,0.0476,22,0,0,,,
PA721270,Peu,Stéphane,GDR,Gauche Démocrate et Républicaine,Parti communiste français,Seine-Saint-Denis,2,2026-01-28,2026-02-27,577,187,0,390,0.3241,100,71,16,19,1,0.0526,121,0,0,,,
PA721296,Gouffier Valente,Guillaume,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Val-de-Marne,6,2026-01-28,2026-02-27,577,138,0,439,0.2392,33,104,1,45,30,0.6667,56,0,0,,,
PA721314,Schellenberger,Raphaël,NI,Non inscrit,Régions et peuples solidaires,Haut-Rhin,4,2026-01-28,2026-02-27,577,2,0,575,0.0035,1,1,0,0,0,,0,0,0,,,
PA721336,Brocard,Blandine,DEM,Les Démocrates,Ensemble ! (majorité présidentielle),Rhône,5,2026-01-28,2026-02-27,577,158,0,419,0.2738,88,38,32,0,0,,11,0,0,,,
PA721410,Bonnivard,Émilie,DR,Droite Républicaine,Les Républicains,Savoie,3,2026-01-28,2026-02-27,577,409,0,168,0.7088,279,119,11,1,0,0.0000,188,0,0,,,
PA721426,Riotton,Véronique,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Haute-Savoie,1,2026-01-28,2026-02-27,577,58,0,519,0.1005,23,33,2,3,0,0.0000,63,0,0,,,
PA721458,Roseren,Xavier,HOR,Horizons & Indépendants,Horizons,Haute-Savoie,6,2026-01-28,2026-02-27,577,13,0,564,0.0225,10,3,0,0,0,,38,0,0,,,
PA721474,Viry,Stéphane,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",Régions et peuples solidaires,Vosges,1,2026-01-28,2026-02-27,577,14,0,563,0.0243,10,4,0,12,0,0.0000,66,0,0,,,
PA721486,Naegelen,Christophe,LIOT,"Libertés, Indépendants, Outre-mer et Territoires","Union des démocrates européens, centristes et indépendants",Vosges,3,2026-01-28,2026-02-27,577,25,0,552,0.0433,15,7,3,0,0,,61,0,0,,,
PA721584,Terlier,Jean,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Tarn,3,2026-01-28,2026-02-27,577,13,0,564,0.0225,5,8,0,0,0,,221,0,0,,,
PA721750,Calvez,Céline,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Hauts-de-Seine,5,2026-01-28,2026-02-27,577,142,0,435,0.2461,46,93,3,7,0,0.0000,53,0,0,,,
PA721764,Grégoire,Olivia,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Paris,12,2026-01-28,2026-02-27,577,75,0,502,0.1300,45,29,1,5,4,0.8000,171,0,0,,,
PA721816,Boucard,Ian,DR,Droite Républicaine,Les Républicains,Territoire de Belfort,1,2026-01-28,2026-02-27,577,26,0,551,0.0451,22,1,3,33,0,0.0000,193,0,0,,,
PA721844,Piron,Béatrice,HOR,Horizons & Indépendants,Horizons,Yvelines,3,2026-01-28,2026-02-27,577,290,0,287,0.5026,95,168,27,1,0,0.0000,57,0,0,,,
PA721852,Lebec,Marie,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Yvelines,4,2026-01-28,2026-02-27,577,82,0,495,0.1421,27,54,1,6,0,0.0000,214,0,0,,,
PA721896,Faucillon,Elsa,GDR,Gauche Démocrate et Républicaine,Parti communiste français,Hauts-de-Seine,1,2026-01-28,2026-02-27,577,18,0,559,0.0312,7,11,0,17,0,0.0000,145,0,0,,,
PA721908,Braun-Pivet,Yaël,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Yvelines,5,2026-01-28,2026-02-27,577,2,575,0,0.0035,2,0,0,0,0,,47,0,0,,,
PA721916,Pouzyreff,Natalia,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Yvelines,6,2026-01-28,2026-02-27,577,89,0,488,0.1542,33,55,1,0,0,,53,0,0,,,
PA721932,Lorho,Marie-France,RN,Rassemblement National,Rassemblement national,Vaucluse,4,2026-01-28,2026-02-27,577,324,0,253,0.5615,250,60,14,115,0,0.0000,668,0,0,,,
PA721960,Obono,Danièle,LFI-NFP,La France insoumise - Nouveau Front Populaire,La France Insoumise,Paris,17,2026-01-28,2026-02-27,577,66,0,511,0.1144,19,45,2,3,1,0.3333,496,0,0,,,
PA721984,Latombe,Philippe,DEM,Les Démocrates,Ensemble ! (majorité présidentielle),Vendée,1,2026-01-28,2026-02-27,577,24,0,553,0.0416,12,12,0,1,1,1.0000,14,0,0,,,
PA722000,Buchou,Stéphane,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Vendée,3,2026-01-28,2026-02-27,577,79,0,498,0.1369,26,53,0,0,0,,53,0,0,,,
PA722070,Henriet,Pierre,HOR,Horizons & Indépendants,Horizons,Vendée,5,2026-01-28,2026-02-27,577,106,0,471,0.1837,33,71,2,0,0,,35,0,0,,,
PA722102,Vidal,Annie,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Seine-Maritime,2,2026-01-28,2026-02-27,577,293,0,284,0.5078,174,119,0,136,32,0.2353,33,0,0,,,
PA722134,Fiévet,Jean-Marie,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Deux-Sèvres,3,2026-01-28,2026-02-27,577,105,0,472,0.1820,30,75,0,0,0,,66,0,0,,,
PA722142,Ruffin,François,ECOS,Écologiste et Social,Parti communiste français,Somme,1,2026-01-28,2026-02-27,577,40,0,537,0.0693,10,30,0,4,0,0.0000,127,0,0,,,
PA722150,Houlié,Sacha,SOC,Socialistes et apparentés,Régions et peuples solidaires,Vienne,2,2026-01-28,2026-02-27,577,40,0,537,0.0693,16,22,2,10,0,0.0000,165,0,0,,,
PA722162,Turquois,Nicolas,DEM,Les Démocrates,Ensemble ! (majorité présidentielle),Vienne,4,2026-01-28,2026-02-27,577,123,0,454,0.2132,32,91,0,3,0,0.0000,14,0,0,,,
PA722190,Attal,Gabriel,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Hauts-de-Seine,10,2026-01-28,2026-02-27,577,28,0,549,0.0485,17,11,0,0,0,,53,0,0,,,
PA722252,Rixain,Marie-Pierre,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Essonne,4,2026-01-28,2026-02-27,577,12,0,565,0.0208,9,3,0,0,0,,53,0,0,,,
PA722284,Fuchs,Bruno,DEM,Les Démocrates,Ensemble ! (majorité présidentielle),Haut-Rhin,6,2026-01-28,2026-02-27,577,32,0,545,0.0555,17,15,0,0,0,,11,0,0,,,
PA722336,Thiébaut,Vincent,HOR,Horizons & Indépendants,Horizons,Bas-Rhin,9,2026-01-28,2026-02-27,577,59,0,518,0.1023,22,35,2,0,0,,33,0,0,,,
PA722358,Gassilloud,Thomas,EPR,Ensemble pour la République,Ensemble ! (majorité présidentielle),Rhône,10,2026-01-28,2026-02-27,577,29,0,548,0.0503,14,13,2,0,0,,53,0,0,,,
